"ko","insect_51_WholeSpecimen","insect_52_WholeSpecimen","insect_53_WholeSpecimen","insect_54_WholeSpecimen","insect_55_WholeSpecimen","insect_56_WholeSpecimen","insect_57_WholeSpecimen","insect_58_WholeSpecimen","insect_59_WholeSpecimen","insect_60_WholeSpecimen","insect_61_WholeSpecimen","insect_62_WholeSpecimen","insect_63_WholeSpecimen","insect_64_WholeSpecimen","insect_65_WholeSpecimen","insect_66_WholeSpecimen","insect_67_WholeSpecimen","insect_68_WholeSpecimen","insect_69_WholeSpecimen","insect_70_WholeSpecimen","mean_abundance","description"
"ko:K06955",0,0,49.38,3.4,0,4,0,0,0,0,0,1621,110,0,37,4,9.2,0,0,0,91.899,"not_found"
"ko:K13832",0,0,13,0,423,0,0,0,92,0,0,21,1189,0,0,0,0,0,96,0,91.7,"3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1.10 1.1.1.25]"
"ko:K10008",0,316,143.16,64,326,10,0,0,4,28,0,158.5,51.17,38.67,109,167.5,373.34,21,21,0,91.567,"glutamate transport system ATP-binding protein [EC:7.4.2.1]"
"ko:K11695",0,29,4,0,0,15,3,77,0,0,6.4,407.4,1267.4,0,0,0,0,0,19,0,91.41,"peptidoglycan pentaglycine glycine transferase (the fourth and fifth glycine) [EC:2.3.2.18]"
"ko:K10006",0,316,143.16,64,326,10,0,0,4,28,0,151,51.17,38.67,109,167.5,373.34,21,21,0,91.192,"glutamate transport system permease protein"
"ko:K10007",0,316,143.16,64,326,10,0,0,4,28,0,151,51.17,38.67,109,167.5,373.34,21,21,0,91.192,"glutamate transport system permease protein"
"ko:K03333",0,948,159.49,6,0,72,0,149,17,84,0,79.5,75,171.34,19,14,13,14,0,0,91.0665,"cholesterol oxidase [EC:1.1.3.6]"
"ko:K05594",40.29,0,20.14,0.5,105,152.5,35,0,11.39,0,9.86,950.85,56.14,103.71,28.18,0,291.5,14.5,1,0,91.028,"ElaB protein"
"ko:K18242",0,0,225.97,0,0,90,64,0,17,8,1.43,857.07,20.57,154,213,0,88,0,80,0,90.952,"salicylate 5-hydroxylase large subunit [EC:1.14.13.172]"
"ko:K04093",40.29,316,102.7,5.9,0,29,0,149,12.84,28,1.43,837.64,62.74,138.38,29.9,12.5,44.9,7.8,0,0,90.951,"chorismate mutase [EC:5.4.99.5]"
"ko:K04102",0,0,37,24,0,0,23,149,0,0,19,0,0,0,247.33,2.33,1192,124.33,0,0,90.8995,"4,5-dihydroxyphthalate decarboxylase [EC:4.1.1.55]"
"ko:K00298",0,0,66,72.5,0,15,0,79,88.5,0,0,185,1143,21,83.12,4.5,41,0,19,0,90.881,"N5-(carboxyethyl)ornithine synthase [EC:1.5.1.24]"
"ko:K04064",40.29,0,40.28,0,105,194,99,0,10.14,0,11.29,1023.42,57.71,227.71,3.43,0,0,0,1,0,90.6635,"osmotically inducible lipoprotein OsmE"
"ko:K16922",50.86,386,56.1,1.4,0.57,254,0,10,5,28,8,433.79,343.29,0,87,40,9.2,0,93,0,90.3105,"putative peptide zinc metalloprotease protein"
"ko:K20539",0,0,47,27,0,2,0,0,0,0,19,32,101,0,247.33,2.33,1201,124.33,0,0,90.1495,"IclR family transcriptional regulator, blcABC operon repressor"
"ko:K20485",0,0,0,0,423,0,0,0,102,0,0,21,1189,0,0,0,0,0,67,0,90.1,"ATP-binding cassette, subfamily B, bacterial NisT"
"ko:K13963",18.58,1.88,16,2,1225,0,0,0,24,0,24.71,199.38,86,1.5,8,75.25,86.88,5.12,21.11,0,89.7705,"serpin B"
"ko:K01023",30.69,0,15.21,0,180.75,80,0,0,0,0,8.43,742.77,37.93,7.42,164.72,2.07,3.07,0.64,516.33,0,89.5015,"arylsulfate sulfotransferase [EC:2.8.2.22]"
"ko:K21454",0,58,8,0,0,0,0,100,0,0,12.8,1435.8,171.8,0,0,0,0,0,0,0,89.32,"MarR family transcriptional regulator, teicoplanin-associated locus regulator"
"ko:K06305",1.38,1.88,21.99,0,39,453,0,0,61,0,44,624.02,281.36,1.5,41.29,11.32,124.95,5.87,66.25,0,88.9405,"spore germination protein Q"
"ko:K16150",0,0,44.82,3.9,0,639.2,0,951,2.7,0,0,0,0,34.67,43.5,4,46.45,0.8,0,0,88.552,"glycogen synthase [EC:2.4.1.11]"
"ko:K13791",0,0,39,0,0,0,0,0,0,0,0,1731,0,0,0,0,0,0,0,0,88.5,"invasion plasmid antigen"
"ko:K15353",0,0,39,0,0,0,0,0,0,0,0,1731,0,0,0,0,0,0,0,0,88.5,"E3 ubiquitin-protein ligase SspH2"
"ko:K18298",40.29,0,53.83,0,0,145,64,0,10.14,0,11,860.36,22,33,143.33,2.33,333,49.33,0,0,88.3805,"membrane fusion protein, multidrug efflux system"
"ko:K06343",1.38,1.88,42.42,0,0,453,0,0,75,0,36,645.78,309.94,1.5,44.58,16.51,128.02,6.4,3.25,0,88.283,"spore coat protein Y"
"ko:K02592",182,948,47.82,0,0,30,0,0,9.36,90.82,12,29.8,0,1.36,1.6,296,55.2,7.6,53.2,0,88.238,"nitrogenase molybdenum-iron protein NifN"
"ko:K07776",0,632,174.16,47.5,3.67,24,0,0,4,56,12,131,51.17,38.67,97.5,147.83,295.34,14,32,0,88.042,"two-component system, OmpR family, response regulator RegX3"
"ko:K19114",0,0,157.7,74.4,0,0,0,0,296.2,0,195.5,9.28,11.96,21,220.31,38.57,222.52,253.44,258.53,0,87.9705,"CRISPR-associated protein Csh1"
"ko:K10538",40.29,0,17.14,0,105,152.5,99,298,10.14,0,20.86,373.85,56.14,127.71,117.43,0,313,25,1,0,87.853,"L-arabinose transport system permease protein"
"ko:K20976",0,0,13,1.5,0,0,0,0,2.5,0,0,1621,110,0,4.12,4.5,0,0,0,0,87.831,"histidine phosphotransfer protein HptB"
"ko:K15784",0,0,47,27,0,0,0,149,0,0,19,0,0,0,233,0,1181,100,0,0,87.8,"N2-acetyl-L-2,4-diaminobutanoate deacetylase [EC:3.5.1.125]"
"ko:K18661",0,0,103.6,25.4,0,0,23,0,0,0,19,0,0,0,278,0,1200.2,100,0,0,87.46,"malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]"
"ko:K10194",25.53,0,0,0,1259,17,64,0,0,0,0,269.83,72,24,2,0,0,0,12,0,87.268,"oligogalacturonide transport system permease protein"
"ko:K19824",569,0,181,9.5,0,0,0,0,50.5,16,145,0,0,0,172.52,31.5,281.2,181,106,0,87.161,"rubrerythrin"
"ko:K02855",40.29,0,23.96,0,105,145,163,0,27.5,24.82,12.86,972.1,50.14,153.07,14.43,0,0,0,4.75,0,86.846,"AraC family transcriptional regulator, L-rhamnose operon regulatory protein RhaS"
"ko:K14189",0,0,62.78,2,0,646,0,149,0,0,44.4,267.4,506.4,0,43,4,5,0,5,0,86.749,"uncharacterized oxidoreductase [EC:1.-.-.-]"
"ko:K21691",0,0,107.5,2,0,642.4,0,876,0,0,0,0,39,52,9.2,4,0,0,0,0,86.605,"resuscitation-promoting factor RpfE"
"ko:K10193",23.33,0,0,0,1259,0,128,0,0,0,0,188.83,72,48,0,0,0,0,12,0,86.558,"oligogalacturonide transport system permease protein"
"ko:K09932",0,14.33,69,16.5,69.67,2,87,0,0,0,0,1235,0,48,32.5,4,138,7,0,0,86.15,"uncharacterized protein"
"ko:K18697",603.29,0,24.96,0,105,201.5,99,0,19.5,6.82,9.86,378.85,56.14,138.07,30.76,2.33,20,24.33,1,0,86.0705,"phosphatidylglycerophosphatase C [EC:3.1.3.27]"
"ko:K03291",40.29,0,14.28,0,105,346.5,198,0,18.14,18,14.29,619.38,63.71,255.42,16.43,0,0,0,4.75,0,85.7095,"MFS transporter, SET family, sugar efflux transporter"
"ko:K10537",40.29,0,17.14,0,105,152.5,99,298,10.14,0,20.86,330.14,56.14,124,117.43,0,313,25,1,0,85.482,"L-arabinose transport system substrate-binding protein"
"ko:K10539",40.29,0,17.14,0,105,152.5,99,298,10.14,0,20.86,330.14,56.14,124,117.43,0,313,25,1,0,85.482,"L-arabinose transport system ATP-binding protein [EC:7.5.2.12]"
"ko:K06426",1.38,1.88,21.99,0,0,453,0,0,68,0,44,631.58,292.47,1.5,41.29,12.88,124.95,5.76,3.25,0,85.1965,"small acid-soluble spore protein I (minor)"
"ko:K06327",1.38,1.88,22.77,0,0,453,0,0,61,0,44,640.02,281.36,1.5,41.29,11.32,129.95,5.76,3.25,0,84.924,"spore coat protein D"
"ko:K10622",0,0,66,27.67,0,0,0,0,0,0,20.33,0,0,0,248,0,1233,102,0,0,84.85,"HCOMODA/2-hydroxy-3-carboxy-muconic semialdehyde decarboxylase [EC:4.1.1.-]"
"ko:K11249",0,0,0,0,1219,0,0,0,0,0,10.43,67.42,210.57,3.71,10.43,7,12,0,152.6,0,84.658,"cysteine/O-acetylserine efflux protein"
"ko:K10551",0,0,7.14,0,315,17,675,0,0,0,26.72,200.7,102.28,340,6.29,0,0,0,3,0,84.6565,"D-allose transport system ATP-binding protein [EC:7.5.2.8]"
"ko:K19734",80.58,0,23.97,0,105,152.5,99,0,28.28,18,9.86,982.46,56.14,127.71,3.43,0,0,0,4.75,0,84.584,"LuxR family transcriptional regulator, quorum-sensing system regulator ExpR"
"ko:K16014",0,316,196.16,91,9,14,23,0,0,28,0,0,0,4,173,204,611.68,14,0,0,84.192,"ATP-binding cassette, subfamily C, bacterial CydCD"
"ko:K17235",0,0,9.15,0,24,0,0,0,9.36,22.99,26,333.83,1024,1.36,30.17,1.33,14,0,186.6,0,84.1395,"arabinosaccharide transport system permease protein"
"ko:K21974",161.16,0,7.14,0,0,529,35,0,40.56,0,1.43,752.01,51.57,100,2,0,0,0,0,0,83.9935,"probable RcsB/C two-component-system connector"
"ko:K16321",0,0,4,0,112,441,0,0,0,0,14.83,747.11,355.97,0,1.43,0,0,0,1,0,83.867,"high-affinity gluconate transporter"
"ko:K06294",1.38,1.88,21.99,0,0,453,0,0,61,0,44,624.02,281.36,1.5,41.29,11.32,124.95,5.87,3.25,0,83.8405,"spore germination protein D"
"ko:K06328",1.38,1.88,21.99,0,0,453,0,0,61,0,44,624.02,281.36,1.5,41.29,11.32,124.95,5.87,3.25,0,83.8405,"spore coat protein E"
"ko:K21089",0,0,27.28,0,105,51,163,0,0,0,11.29,1005.27,46.71,255.42,7.43,0,0,0,1,0,83.67,"MerR family transcriptional regulator, activator of the csg genes"
"ko:K16168",1.38,1.88,31.78,0,0,453,0,0,61,0,44,617.38,275,1.5,40,9.25,123.88,5.23,3.25,0,83.4265,"methyltransferase"
"ko:K21142",0,316,71.5,29,0,10,10.75,39,8.5,28,0,577,0,0,75,102.5,132,7.11,0,261.25,83.3805,"MoaE-MoaD fusion protein [EC:2.8.1.12]"
"ko:K15576",40.29,0,74,0,0,66,152,149,10.14,313,0,778.86,11,24,18,0,21,7,0,0,83.2145,"nitrate/nitrite transport system substrate-binding protein"
"ko:K02651",0,0,119.1,1.4,316.4,0,87,149,52,18,39,30.65,24.4,37,191.63,12.33,357.8,191.13,35.85,0,83.1345,"pilus assembly protein Flp/PilA"
"ko:K10192",23.33,0,0,0,1259,17,64,0,0,0,0,188.83,72,24,2,0,0,0,12,0,83.108,"oligogalacturonide transport system substrate-binding protein"
"ko:K18009",40.29,0,199.6,3.4,124,764,0,0,10.14,0,0,308.86,123,0,39,4,45.2,0.11,0,0,83.08,"meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]"
"ko:K06893",0,632,153.42,3,0,37,0,0,0,56,0,590.28,12.72,48,8.58,9.14,109.14,1.28,0,0,83.028,"uncharacterized protein"
"ko:K13533",1.38,1.88,4.55,0,0,453,0,0,61,0,36,624.02,281.36,1.5,41.29,11.32,133.95,5.87,3.25,0,83.0185,"two-component system, sporulation sensor kinase E [EC:2.7.13.3]"
"ko:K07229",40.29,0,20.14,15,105,194,132,0,10.14,0,9.86,950.85,50.14,127.71,3.43,0,0,0,1,0,82.978,"ferric-chelate reductase (NADPH) [EC:1.16.1.9]"
"ko:K13933",40.29,0,37.97,0,0,28,99,149,18.14,18,1.43,1040.93,29.57,133,16.33,2.33,20,24.33,0,0,82.916,"malonate decarboxylase gamma subunit [EC:4.1.1.87]"
"ko:K17203",80.58,0,10,0,110.75,903,99,0,20.28,0,0,374.72,22,24,0,0,9,0,0,0,82.6665,"erythritol transport system permease protein"
"ko:K15383",48,386,112,15,18.5,59,33,184,5,28,0,91,534.67,0,5,40,0,0,93,0,82.6085,"MtN3 and saliva related transmembrane protein"
"ko:K11922",40.29,0,21.42,0,105,112,326,0,10.14,0,12.72,492.99,54.28,399.71,15.43,0,9,50.11,1,0,82.5045,"GntR family transcriptional regulator, mannosyl-D-glycerate transport/metabolism system repressor"
"ko:K03712",0,0,27.28,0,105,17,198,0,0,0,11.29,988.56,46.71,251.71,3.43,0,0,0,1,0,82.499,"MarR family transcriptional regulator, multiple antibiotic resistance protein MarR"
"ko:K09776",0,0,287.21,0,0,0,0,0,281,0,181,27.04,9.36,0,145.09,44.07,215.67,387.55,69.6,0,82.3795,"uncharacterized protein"
"ko:K05819",0,0,205.83,0.5,0,122,64,0,18.25,8,6,367.5,33,54,244.08,2.33,399.5,38.83,80,0,82.191,"MFS transporter, AAHS family, 3-hydroxyphenylpropionic acid transporter"
"ko:K01205",0,14.33,34.5,82,560.47,0,0,0,272,35,47,0,45.2,0,454.5,0,0,55,43.5,0,82.175,"alpha-N-acetylglucosaminidase [EC:3.2.1.50]"
"ko:K19507",0,0,10.66,0,326,0,0,0,17,34.17,3,256.92,749,3.71,45.17,6,0,0,186.12,0,81.8875,"fructoselysine/glucoselysine PTS system EIIB component [EC:2.7.1.-]"
"ko:K13013",0,0,57,3,0,635.2,0,912,0,0,0,0,0,0,8.6,0,21,0,0,0,81.84,"O-antigen biosynthesis protein WbqV"
"ko:K21620",0,0,37,24,0,0,0,39,0,0,19,0,0,0,240,0,1172,100,0,0,81.55,"galactitol 2-dehydrogenase [EC:1.1.1.16]"
"ko:K13607",110,4,181,11,221,0,0,0,53,16,145,80,4,0,176.64,56,281.2,181,106,0,81.292,"cinnamoyl-CoA:phenyllactate CoA-transferase [EC:2.8.3.17]"
"ko:K08715",0,0,112,0,0,635.2,0,873,0,0,0,0,0,0,3.6,0,0,0,0,0,81.19,"inward rectifier potassium channel"
"ko:K07228",0,316,68.2,0,0,12,0,0,0,28,6,1061.68,21.72,28,25.38,4.14,21.74,3.08,26.6,0,81.127,"TrkA domain protein"
"ko:K20445",2,0,105,1.5,0,0,0,0,234.5,0,145,59,283,0,130.12,39.5,196,346,78,0,80.981,"nicotinate dehydrogenase FAD-subunit [EC:1.17.1.5]"
"ko:K21713",0,0,7.54,0,0,176,0,0,9,16.17,0,333.13,935.36,0,33.46,2.07,3.07,0.64,101,0,80.872,"lytic chitin monoxygenase [EC:1.14.99.53]"
"ko:K20447",2,0,105,0,0,0,0,0,232,0,145,59,283,0,126,35,196,346,78,0,80.35,"nicotinate dehydrogenase large molybdopterin subunit [EC:1.17.1.5]"
"ko:K20448",2,0,105,0,0,0,0,0,232,0,145,59,283,0,126,35,196,346,78,0,80.35,"nicotinate dehydrogenase medium molybdopterin subunit [EC:1.17.1.5]"
"ko:K12944",48,84.33,7.14,0,193.17,0,99,0,5,0,9.86,321.99,573.81,127.71,1.43,40,0,0,94,0,80.272,"nucleoside triphosphatase [EC:3.6.1.-]"
"ko:K11957",0,0,41,24,0,0,0,0,0,0,19,0,0,0,233,0,1179,100,0,0,79.8,"neutral amino acid transport system ATP-binding protein"
"ko:K21495",0,948,0,0,0,549,0,0,0,84,0,0,0,0,8,0,0,0,0,0,79.45,"antitoxin FitA"
"ko:K02024",80.58,0,13.14,0,105,186.5,355,0,20.28,0,9.86,516.71,67.14,223.71,7.43,1,0,0,1,0,79.3675,"maltoporin"
"ko:K01631",0,0,27.5,3,105,273,134,149,0,0,19.43,324.42,42.57,27.71,125.43,0,329,25,1,0,79.303,"2-dehydro-3-deoxyphosphogalactonate aldolase [EC:4.1.2.21]"
"ko:K17760",0,0,37,24,0,0,0,0,0,0,19,0,0,0,233,0,1172,100,0,0,79.25,"quinohemoprotein ethanol dehydrogenase [EC:1.1.9.1]"
"ko:K18694",0,0,37,24,0,0,0,0,0,0,19,0,0,0,233,0,1172,100,0,0,79.25,"phosphatidylglycerol phospholipase C [EC:3.1.4.-]"
"ko:K19429",106,4,32,0,370,242,0,0,44,0,28,405.4,91,0,54.8,30,15.6,134.8,26.6,0,79.21,"acetyltransferase EpsM [EC:2.3.1.-]"
"ko:K00883",0,0,27.5,0,105,273,134,149,0,0,19.43,324.42,42.57,27.71,125.43,0,329,25,1,0,79.153,"2-dehydro-3-deoxygalactonokinase [EC:2.7.1.58]"
"ko:K21366",0,0,463,0,9.43,11,0,0,0,0,11,121,93,0,114,88,313,25,334,0,79.1215,"N-acetylgalactosaminide beta-1,3-galactosyltransferase [EC:2.4.1.122]"
"ko:K07740",40.29,0,20.14,0,105,152.5,99,0,10.14,0,9.86,950.85,56.14,127.71,3.43,0,0,0,1,0,78.803,"regulator of sigma D"
"ko:K15852",40.29,0,29.97,0,105,145,99,0,10.14,0,9.86,952.35,50.14,127.71,3.43,1,0,0,1,0,78.7445,"LuxR family transcriptional regulator, transcriptional activator of the bioluminescence operon"
"ko:K11476",1.38,30.88,4.78,0,0,0,0,63,0,0,6.4,1239.78,121.4,1.5,0,9.25,86.88,5.12,3.25,0,78.681,"GntR family transcriptional regulator, gluconate operon transcriptional repressor"
"ko:K16702",0,0,463,0,0,11,0,0,0,0,11,121,93,0,114,88,313,25,333,0,78.6,"amylovoran biosynthesis glycosyltransferase AmsE [EC:2.4.-.-]"
"ko:K18788",0,0,463,0,0,11,0,0,0,0,11,121,93,0,114,88,313,25,333,0,78.6,"UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase [EC:2.4.1.303]"
"ko:K05708",0,316,202,0,0,132,0,0,17,36,6,366,33,30,219.33,2.33,108,24.33,80,0,78.5995,"3-phenylpropionate/trans-cinnamate dioxygenase subunit alpha [EC:1.14.12.19]"
"ko:K06609",120.87,0,22.56,0,0,512,64,0,30.42,0,0,696.58,94,24,0,0,5,0,0,0,78.4715,"MFS transporter, SP family, major inositol transporter"
"ko:K12450",0,0,4,0,0,635.2,0,912,0,0,0,0,0,0,8.6,0,7,0,0,0,78.34,"UDP-glucose 4,6-dehydratase [EC:4.2.1.76]"
"ko:K07310",0,0,14.28,0,420,2,0,0,0,0,45.58,694.45,141.42,225.97,5.72,0,0,0,15,0,78.221,"Tat-targeted selenate reductase subunit YnfF [EC:1.97.1.9]"
"ko:K13935",40.29,0,24.75,0,0,17,99,149,18.14,18,1.43,1035.93,29.57,124,6,0,0,0,0,0,78.1555,"malonate decarboxylase epsilon subunit [EC:2.3.1.39]"
"ko:K16202",1.38,1.88,6.34,0,0,441,23,0,0,0,24,633.38,275,1.5,46,9.25,91.88,5.12,3.25,0,78.149,"dipeptide transport system ATP-binding protein"
"ko:K00654",0,0,0,0,0,635.2,0,912,0,0,0,0,0,0,8.6,0,0,0,0,0,77.79,"serine palmitoyltransferase [EC:2.3.1.50]"
"ko:K21679",0,0,0,0,0,635.2,0,912,0,0,0,0,0,0,8.6,0,0,0,0,0,77.79,"hydroxysqualene synthase [EC:4.2.3.156]"
"ko:K09929",0,0,49.83,0.5,0,0,0,0,1.25,0,0,1160.5,0,9,24.75,1,291.5,14.5,0,0,77.6415,"uncharacterized protein"
"ko:K08172",0,0,61.33,29,210,66,64,0,0,0,16.86,679.42,93.48,34.67,66.86,111,118,0,2,0,77.631,"MFS transporter, MHS family, shikimate and dehydroshikimate transport protein"
"ko:K04794",0,0,0,0,1321,0,0,0,0,0,9,113,72,0,0,21,0,0,12,0,77.4,"peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29]"
"ko:K07395",40.29,0,176.43,4.4,0,207,117,149,27.14,313,6,253.36,85,63,62,0,35.87,0,0,0,76.9745,"putative proteasome-type protease"
"ko:K12204",106,18.33,3.5,0,300.1,745,0,79,0,0,0,230,15,0,9,20,12,0,1,0,76.9465,"defect in organelle trafficking protein DotC"
"ko:K21062",0,0,155.5,18,0,0,97,149,0,0,11,577,0,24,153,0,329,25,0,0,76.925,"1-pyrroline-4-hydroxy-2-carboxylate deaminase [EC:3.5.4.22]"
"ko:K22229",0,0,10,0,0,635.2,0,873,0,0,0,0,0,0,1.6,0,9,0,0,0,76.44,"2-ketogluconate reductase [EC:1.1.1.215]"
"ko:K19116",0,0,167.7,74.4,0,0,0,0,296.2,0,150,9.28,9.36,21,222.71,38.57,236.72,253.44,48.43,0,76.3905,"CRISPR-associated protein Cas5h"
"ko:K14193",0,0,0,0,0,128,3,0,0,0,0,965,249,0,78,0,0,0,104,0,76.35,"iron-regulated surface determinant protein A"
"ko:K06602",0,0,4,3,0,635.2,0,873,0,0,0,0,0,0,1.6,0,7,0,0,0,76.19,"flagellar protein FlaF"
"ko:K14988",96,140,0,0,18.5,0,0,0,10,0,5,182,795.67,0,0,80,0,0,193.33,0,76.025,"two-component system, NarL family, secretion system sensor histidine kinase SalK"
"ko:K06347",0,29,6.99,0,0,0,0,63,0,0,14.4,1256.04,127.76,0,3.29,2.07,17.07,0.64,0,0,76.013,"kinase-associated protein B"
"ko:K11931",0,0,229.66,30,167,107,124,0,17,8,20.43,256.51,44.57,39,218.03,1,119.2,3.6,134.2,0,75.96,"poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase [EC:3.5.1.-]"
"ko:K16963",255,29,14,1.5,0,2,0,63,32.5,54,88.9,352.05,216,0,40.32,4.5,34.8,1.8,329.11,0,75.924,"putative S-methylcysteine transport system ATP-binding protein"
"ko:K13931",40.29,0,38.75,0,0,28,99,149,18.14,18,1.43,906.93,18.57,133,20.33,2.33,20,24.33,0,0,75.905,"malonate decarboxylase delta subunit"
"ko:K06605",40.29,0,44.83,16.5,0,133.2,64,873,10.14,0,0,142.86,16.17,24,24.1,4.5,116.67,7,0,0,75.863,"myo-inositol catabolism protein IolH"
"ko:K00039",0,0,10,0,0,533.2,64,873,0,0,0,0,0,24,1.6,0,9,0,0,0,75.74,"ribitol 2-dehydrogenase [EC:1.1.1.56]"
"ko:K21975",80.58,0,7.14,0,0,689,0,0,20.28,0,1.43,573.29,40.57,100,0,0,0,0,0,0,75.6145,"probable RcsB/C two-component-system connector"
"ko:K06371",1.38,1.88,3.77,0,0,441,0,0,0,0,16,608.02,281.36,1.5,41.29,11.32,94.95,5.76,3.25,0,75.574,"developmental checkpoint coupling sporulation initiation to replication initiation"
"ko:K08776",44,316,260.66,49.5,0,12,0,0,4,28,0,84,51.17,42.67,94.5,147.5,342.34,14,21,0,75.567,"puromycin-sensitive aminopeptidase [EC:3.4.11.-]"
"ko:K16147",0,316,145,2,0,12,23,149,4,28,0,661,51.17,28,10,44.5,9,7,21,0,75.5335,"starch synthase (maltosyl-transferring) [EC:2.4.99.16]"
"ko:K05986",0,0,0,0,0,635.2,0,873,0,0,0,0,0,0,1.6,0,0,0,0,0,75.49,"nuclease S1 [EC:3.1.30.1]"
"ko:K07807",0,0,0,0,0,635.2,0,873,0,0,0,0,0,0,1.6,0,0,0,0,0,75.49,"uncharacterized protein"
"ko:K15241",0,0,0,0,0,635.2,0,873,0,0,0,0,0,0,1.6,0,0,0,0,0,75.49,"tetrachlorohydroquinone reductive dehalogenase [EC:1.21.4.5]"
"ko:K17315",0,0,23,0,91,0,0,298,0,0,11,634,0,0,114,0,313,25,0,0,75.45,"glucose/mannose transport system substrate-binding protein"
"ko:K13075",0,58,49.21,0,100.83,2,0,139,46,0,6,433.04,594.03,0,19.09,2.07,30.67,2.44,26.6,0,75.449,"N-acyl homoserine lactone hydrolase [EC:3.1.1.81]"
"ko:K01347",40.29,0,49.14,0,105,191,0,0,10.14,0,47.86,382.85,507.14,103.71,36.43,0,0,0,35,0,75.428,"IgA-specific serine endopeptidase [EC:3.4.21.72]"
"ko:K08174",182,0,2.99,0,0,80,0,79,0,0,8,1054.64,15.36,0,3.29,2.07,8.07,0.64,69,0,75.253,"MFS transporter, FHS family, glucose/mannose:H+ symporter"
"ko:K16199",1.38,1.88,6.78,0,0,441,0,0,0,0,8,617.38,275,1.5,38,10.25,91.88,5.12,3.25,0,75.071,"dipeptide transport system substrate-binding protein"
"ko:K07442",0,316,203.16,51.17,9.43,12,0,0,4,28,1.33,84,51.17,38.67,102.5,146.5,415.34,16,22,0,75.0635,"tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]"
"ko:K07031",0,0,124,0,1130,0,0,0,0,0,0,41,179,0,2,25,0,0,0,0,75.05,"D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC:2.7.1.168]"
"ko:K16201",1.38,1.88,1.56,0,0,441,0,0,0,0,8,617.38,275,1.5,38,9.25,91.88,5.12,3.25,0,74.76,"dipeptide transport system permease protein"
"ko:K16200",1.38,1.88,0.78,0,0,441,0,0,0,0,8,617.38,275,1.5,38,9.25,91.88,5.12,3.25,0,74.721,"dipeptide transport system permease protein"
"ko:K00479",0,0,104.28,2,0,6,0,298,0,0,11,577,5.17,4,120,8.5,329,25,0,0,74.4975,"glycine betaine catabolism A"
"ko:K00066",0,0,72,5.3,0,0,0,0,39.7,0,0,1154,0,0,64.9,20,119.1,0.8,10,0,74.29,"GDP-mannose 6-dehydrogenase [EC:1.1.1.132]"
"ko:K19549",0,29,4,0,0,0,0,63,0,0,6.4,1249.4,133.4,0,0,0,0,0,0,0,74.26,"bacilysin biosynthesis transaminase BacF [EC:2.6.1.-]"
"ko:K19666",40.29,0,23.97,0,105,145,35,0,10.14,0,9.86,952.35,50.14,103.71,3.43,0,0,0,1,0,73.9945,"LuxR family transcriptional regulator, quorum-sensing system regulator SolR"
"ko:K21721",0,0,69.66,60.5,377,130,33,0,8,18,9.4,161.15,118.57,0,89.5,106.5,280.67,7.11,3.75,0,73.6405,"N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate dehydrogenase [EC:1.5.1.51]"
"ko:K07334",11,110,34.14,0,303.4,0,35,236.5,0,0,9.86,352.28,125.81,109,7.43,7.5,42,19,69,0,73.596,"toxin HigB-1"
"ko:K12203",0,0,11.6,1.4,0,745,30,0,0,313,0,300,22,0,37,0,9.2,0,0,0,73.46,"defect in organelle trafficking protein DotB [EC:7.2.4.8]"
"ko:K20337",0,145,12,0,0,0,0,185,0,0,19.2,989.2,115.2,0,0,0,0,0,0,0,73.28,"phenol-soluble modulin beta"
"ko:K07241",0,316,92.25,4,0,31,99,202,44,28,29.43,229.68,7.57,166.38,24.8,14,15.6,134.91,26.6,0,73.261,"nickel/cobalt transporter (NiCoT) family protein"
"ko:K07768",0,316,174.16,47.5,0,12,0,0,8,28,0,168,51.17,38.67,86.5,182.5,295.34,14,42,0,73.192,"two-component system, OmpR family, sensor histidine kinase SenX3 [EC:2.7.13.3]"
"ko:K07697",0,0,11.18,0,0,441,0,0,0,0,16,637.56,300.44,0,13.16,8.28,31.28,2.67,0,0,73.0785,"two-component system, sporulation sensor kinase B [EC:2.7.13.3]"
"ko:K06876",0,0,65,2,0,2,30,0,0,313,0,1017,9,0,0,4,18,0,0,0,73,"deoxyribodipyrimidine photolyase-related protein"
"ko:K17838",0,0,179.83,0,0,242,0,0,0,0,11,411.5,93,0,170,0,325,25,0,0,72.8665,"beta-lactamase class D [EC:3.5.2.6]"
"ko:K11623",4,0,173.21,8,18.5,0,0,0,48,16,145,7.64,280.03,0,169.29,29.07,270.07,181.64,106,0,72.8225,"two-component system, NarL family, sensor histidine kinase YdfH [EC:2.7.13.3]"
