"pathway","insect_51_WholeSpecimen","insect_52_WholeSpecimen","insect_53_WholeSpecimen","insect_54_WholeSpecimen","insect_55_WholeSpecimen","insect_56_WholeSpecimen","insect_57_WholeSpecimen","insect_58_WholeSpecimen","insect_59_WholeSpecimen","insect_60_WholeSpecimen","insect_61_WholeSpecimen","insect_62_WholeSpecimen","insect_63_WholeSpecimen","insect_64_WholeSpecimen","insect_65_WholeSpecimen","insect_66_WholeSpecimen","insect_67_WholeSpecimen","insect_68_WholeSpecimen","insect_69_WholeSpecimen","insect_70_WholeSpecimen","mean_abundance","max_abundance","median_abundance","prevalence","prevalence_pct","description","description_lower","category"
"PWY-5392",289.195215682683,0,0,0,438.218137429114,0,0,0,0,0,0,0,62.4287559804656,0,0,0,0,0,0,0,39.4921054546132,438.218137429114,0,5,25,"reductive TCA cycle II","reductive tca cycle ii","Energy Metabolism"
"CARNMET-PWY",0,0,0,0,120.315112517369,116.545192247381,0,0,0,0,26.9041156875011,243.936650374797,59.6706333891685,6.88483859618651,22.1440195782345,0,0,66.1938982523939,96.2938578883982,0,37.9444159265715,243.936650374797,3.44241929809326,12,60,"L-carnitine degradation I","l-carnitine degradation i","Degradation"
"TOLUENE-DEG-3-OH-PWY",0,436.498726870436,0,0,0,23.3859218313513,0,0,0,43.9736105790426,0,0,0,0,67.6482502138225,10.1779938503389,85.1826998171808,79.4248133362985,0,0,37.3146008249235,436.498726870436,0,9,45,"toluene degradation to 2-hydroxypentadienoate (via 4-methylcatechol)","toluene degradation to 2-hydroxypentadienoate (via 4-methylcatechol)","Degradation"
"PWY-7371",0,316,169.127432808156,4.404,11.316,10,0,0,0,28,15.7490935251799,5.17647058823529,0,0,29.7979466119097,0,99.3845828933474,4.40713922441195,27.9254716981132,0,36.0644068674677,316,7.58823529411765,15,75,"1,4-dihydroxy-6-naphthoate biosynthesis II","1,4-dihydroxy-6-naphthoate biosynthesis ii","Biosynthesis"
"PWY-5181",0,0,0,0,0,38.0086080651236,0,0,0,26.2420395901899,0,135.642510429077,64.064913886216,0,117.656478315844,11.2513814078591,172.085837632491,130.888072158121,0,0,34.7919920742461,172.085837632491,0,10,50,"toluene degradation III (aerobic) (via p-cresol)","toluene degradation iii (aerobic) (via p-cresol)","Degradation"
"ARGDEG-IV-PWY",0,0,23.7694638823076,0,0,0,0,0,0,0,0,667.337714259455,0,0,0,0,0,0,0,0,34.5553589070881,667.337714259455,0,4,20,"L-arginine degradation VIII (arginine oxidase pathway)","l-arginine degradation viii (arginine oxidase pathway)","Degradation"
"PWY-5654",0,370.144642229816,43.0873501264208,0,0,18.1869312995082,88.1419780280933,0,0,50.4348624527124,45.6623710487365,0,0,58.1078312510328,15.8957938999496,0,0,0,0,0,34.4830880168135,370.144642229816,0,10,50,"2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate","2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate","Degradation"
"PWY-6404",0,0,200.040864459668,12.4695529650926,0,8.86823911241179,0,0,0,0,0,0,183.964519570076,126.378400358344,0,40.8528745380195,80.4407254627862,36.0551821092822,0,0,34.453517928784,200.040864459668,0,10,50,"superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis","superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis","Biosynthesis"
"PWY-5494",0,0,75.9095081610446,7.58532221996341,199.862068965517,0,0,0,10.7582091263472,0,0,13.8154182283917,23.0665715952551,0,109.059559573444,0,162.200300793,3.19164763458401,15.5878943979395,0,31.0518250347743,199.862068965517,5.38848492727371,13,65,"pyruvate fermentation to propanoate II (acrylate pathway)","pyruvate fermentation to propanoate ii (acrylate pathway)","Fermentation"
"PWY-7269",0,0,107.021450870943,32.9611661425819,0,0,0,0,0,0,0,0,10.3371800971867,7.99043299659475,56.913177325092,8.99767421827892,359.172923469882,13.9969651550248,0,0,29.8695485137792,359.172923469882,0,10,50,"mitochondrial NADPH production (yeast)","mitochondrial nadph production (yeast)","Other Metabolic Pathways"
"PWY-7098",0,0,22.3996912046075,1.07763928926436,0,0,0,0,0,0,0,6.36349059750972,0,0,76.3062600411734,0,452.480846699391,23.5867298778195,0,0,29.1107328854883,452.480846699391,0,8,40,"vanillin and vanillate degradation II","vanillin and vanillate degradation ii","Degradation"
"P184-PWY",0,0,18.4278497160785,1.24172856160492,0,0,0,0,1.74454267551878,0,0,62.8464264546559,0,0,63.0274789498623,0,409.052165609445,19.9991781467927,0,0,28.8169685056979,409.052165609445,0,9,45,"protocatechuate degradation I (meta-cleavage pathway)","protocatechuate degradation i (meta-cleavage pathway)","Degradation"
"METHYLGALLATE-DEGRADATION-PWY",0,0,18.0085162420128,0.97967561073288,0,4.92018410275267,40.5953935727649,0,1.55716723549488,0,0,65.6611217042541,0,0,53.3805158450917,0,363.843699848571,17.8265190232822,0,0,28.3386396592479,363.843699848571,0.48983780536644,12,60,"methylgallate degradation","methylgallate degradation","Degradation"
"PWY-6672",0,0,205.956980877284,2.2398555775459,0,54.0886365777909,0,0,22.6607051024595,0,0,65.2718691927379,0,39.8693169195384,83.1513770613678,0,33.9078855969376,0,0,0,25.3573313452831,205.956980877284,0,10,50,"cis-geranyl-CoA degradation","cis-geranyl-coa degradation","Degradation"
"PWY-5178",0,0,50.6156772973488,0,0,8.78291939957748,0,76.0895022788363,0,0,0,0,0,53.6451394737596,171.944205041251,8.69660126151204,109.093065356032,27.5312784729846,0,0,25.3199194290651,171.944205041251,0,10,50,"toluene degradation IV (aerobic) (via catechol)","toluene degradation iv (aerobic) (via catechol)","Degradation"
"P108-PWY",175.312912843256,0,11.9938742169358,0,269.372113547746,0,0,0,0,0,0,0,35.8594003218052,0,0,1.99991914021176,0,0,0,0,24.7269110034977,269.372113547746,0,7,35,"pyruvate fermentation to propanoate I","pyruvate fermentation to propanoate i","Fermentation"
"PWY-7255",0,374.897739671803,23.9845250396143,2.39992963269734,0,14.3982056447426,0,0,0,33.5729922533584,0,0,0,28.7555378301535,0,4.79951971122637,0,8.39958041014908,0,0,24.5604015096872,374.897739671803,0,10,50,"ergothioneine biosynthesis I (bacteria)","ergothioneine biosynthesis i (bacteria)","Biosynthesis"
"PWY-6421",0,0,105.973773808567,31.198224852071,0,0,0,0,0,0,0,0,53.004,15.9789607979116,51.297192752047,22.20966381691,196.330724913181,10.5,0,0,24.3246270470344,196.330724913181,0,10,50,"arsenate detoxification IV (mycothiol)","arsenate detoxification iv (mycothiol)","Other Metabolic Pathways"
"12DICHLORETHDEG-PWY",0,0,61.8290817333561,5.79283639883833,0,0,0,0,0,0,0,0,0,0,52.3776666019341,0,327.753152160499,13.2662456687519,0,0,23.050949128169,327.753152160499,0,7,35,"1,2-dichloroethane degradation","1,2-dichloroethane degradation","Degradation"
"PWY-5104",0,0,79.4385452887336,10.5742149727542,98.9162568584846,0,0,0,0,0,3.92926655317352,0,0,0,20.8162986301895,0,179.251378214332,5.95481079922563,2.39990339247514,0,20.0640337354684,179.251378214332,0,10,50,"L-isoleucine biosynthesis IV","l-isoleucine biosynthesis iv","Biosynthesis"
"PWY-5733",0,316,0,0,0,10,0,0,0,28,0,0,0,0,0,0,0,0,0,0,17.7,316,0,5,25,"germacrene biosynthesis","germacrene biosynthesis","Biosynthesis"
"CHLOROPHYLL-SYN",0,0,0,0,0,14.0498134837896,0,268.933304584711,0,0,0,0,0,50.0092694224419,4.71734315956612,15.7608002104616,0,0,0,0,17.6735265430485,268.933304584711,0,7,35,"3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)","3,8-divinyl-chlorophyllide a biosynthesis i (aerobic, light-dependent)","Biosynthesis"
"PWY-5183",0,0,0,0,0,33.3846634156242,0,0,0,23.6194785128092,0,0,0,0,95.4452860508881,8.14161879984159,117.970678587089,65.4578527304629,0,0,17.2009789048358,117.970678587089,0,8,40,"superpathway of aerobic toluene degradation","superpathway of aerobic toluene degradation","Degradation"
"PWY-7295",0,0,9.78440840693026,0,0,0,0,312.905574424695,0,0,0,0,0,0,0,0,17.3126910280556,0,0,0,17.000133692984,312.905574424695,0,5,25,"L-arabinose degradation IV","l-arabinose degradation iv","Degradation"
"PWY-7902",0,0,0,0,0,0,34.447095635001,212.641999603919,0,0,0,0,0,0,21.4871442334036,3.49471636376902,29.9873459243013,36.4828748982395,0,0,16.9270588329317,212.641999603919,0,8,40,"glucosylglycerol biosynthesis","glucosylglycerol biosynthesis","Biosynthesis"
"14DICHLORBENZDEG-PWY",0,0,0,3.86348122866894,0,2.66557971752909,0,194.671345660683,0,0,7.2633517495396,5.8560973512564,13.3994806887935,0,1.06639061600274,17.0983639036903,20.78590767547,2.39579476097305,32.0058694057227,0,15.0535831379165,194.671345660683,2.53068723925107,14,70,"1,4-dichlorobenzene degradation","1,4-dichlorobenzene degradation","Degradation"
"PWY-6084",0,0,0,3.86348122866894,0,2.66557971752909,0,194.671345660683,0,0,7.2633517495396,5.8560973512564,13.3994806887935,0,1.06639061600274,17.0983639036903,20.78590767547,2.39579476097305,32.0058694057227,0,15.0535831379165,194.671345660683,2.53068723925107,14,70,"3,5-dichlorocatechol degradation","3,5-dichlorocatechol degradation","Degradation"
"PWY-3481",19.3541411144988,0,0,0,0,0,0,0,0,0,0,195.470044645783,64.12793123738,0,0,5.944574447517,0,0,0,0,14.244834572259,195.470044645783,0,6,30,"superpathway of L-phenylalanine and L-tyrosine biosynthesis","superpathway of l-phenylalanine and l-tyrosine biosynthesis","Biosynthesis"
"PWY-7854",0,0,113.904898593007,0,0,0,0,0,0,0,0,0,0,0,91.5580147425896,27.9488661192385,37.9646543296243,0,0,0,13.568821689223,113.904898593007,0,6,30,"crotonyl-CoA/ethylmalonyl-CoA/hydroxybutyryl-CoA cycle (engineered)","crotonyl-coa/ethylmalonyl-coa/hydroxybutyryl-coa cycle (engineered)","Other Metabolic Pathways"
"PWY66-388",0,0,28.9628485387081,2.99965787718812,0,22.4841633843836,0,0,0,0,0,47.9671997288248,112.04072160391,15.9578818126375,0,5.99945907927481,0,10.4959263838992,0,0,12.3453929204413,112.04072160391,0,10,50,"ceramide degradation by &alpha;-oxidation","ceramide degradation by &alpha;-oxidation","Degradation"
"PWY-5517",0,0,6.55834630940172,0,0,0,0,212.857142857143,0,0,0,0,0,0,0,0,11.5822268487532,0,0,0,11.5498858007649,212.857142857143,0,5,25,"L-arabinose degradation III","l-arabinose degradation iii","Degradation"
"PCPDEG-PWY",0,0,0,0,0,0,0,137.533551272593,0,0,0,11.672251299762,0,0,2.13004612736313,32.0821240226435,41.4530984692822,4.76373963458473,0,0,11.4817405413114,137.533551272593,0,8,40,"pentachlorophenol degradation","pentachlorophenol degradation","Degradation"
"PWY-1361",0,0,36.1439036410795,3.35960536168198,0,3.99864286984184,54.980409661266,0,0,0,0,0,0,0,107.588573167266,0,22.0447215645995,0,0,0,11.4057928132868,107.588573167266,0,8,40,"benzoyl-CoA degradation I (aerobic)","benzoyl-coa degradation i (aerobic)","Degradation"
"PWY-7913",0,0,1.55797737346325,0,0,0,0,219.999146243527,0,0,0,0,0,0,0,0,0,0,0,0,11.0778561808495,219.999146243527,0,4,20,"firefly bioluminescence","firefly bioluminescence","Other Metabolic Pathways"
"PWY-6486",0,0,18.3870077103691,0,0,0,0,194.347826086957,0,0,0,0,0,0,0,0,0,0,0,0,10.6367416898663,194.347826086957,0,4,20,"D-galacturonate degradation II","d-galacturonate degradation ii","Degradation"
"PWY-5209",0,0,21.9005751848809,0,0,0,0,178.8,0,0,0,0,0,0,0,0,11.8899755501222,0,0,0,10.6295275367502,178.8,0,5,25,"methyl-coenzyme M oxidation to CO2","methyl-coenzyme m oxidation to co2","Other Metabolic Pathways"
"PWY-7446",0,0,0,0,0,19.9644128113879,0,0,0,0,0,182.001133732148,0,4.48730248799651,3.02591921002532,0,0,0,2.11866848891206,0,10.5798718365235,182.001133732148,0,7,35,"sulfoquinovose degradation I","sulfoquinovose degradation i","Degradation"
"PWY-5677",0,0,0,0,127.18960555006,0,0,0,0,0,0,32.9622057424511,12.982662919156,0,0,19.5067412262174,0,0,9.58339587223233,0,10.1112305655058,127.18960555006,0,7,35,"succinate fermentation to butanoate","succinate fermentation to butanoate","Fermentation"
"PWY-6397",0,0,53.3246881692095,3.14638445361818,0,2.38945268924881,0,0,0,0,0,0,51.5422215143554,40.1746674013363,0,10.3927410819689,20.3045111815644,9.7796535525466,0,0,9.5527160021924,53.3246881692095,0,10,50,"mycolyl-arabinogalactan-peptidoglycan complex biosynthesis","mycolyl-arabinogalactan-peptidoglycan complex biosynthesis","Biosynthesis"
"PWY-7434",0,0,7.14,0,0,0,0,0,0,0,1.43,72.57,7.57,100,0,0,0,0,0,0,9.4355,100,0,7,35,"terminal O-glycans residues modification (via type 2 precursor disaccharide)","terminal o-glycans residues modification (via type 2 precursor disaccharide)","Other Metabolic Pathways"
"PWY-5647",0,0,46.0087411953331,0,0,22.6326781179928,0,0,0,0,45.5283414696854,0,0,35.2928291885871,19.6116768343809,0,0,0,0,0,8.45371334029896,46.0087411953331,0,7,35,"2-nitrobenzoate degradation I","2-nitrobenzoate degradation i","Degradation"
"PWY-6948",0,0,142.538898248455,0,0,2.66653107402087,0,0,0,0,0,0,0,7.7859574481576,11.2787705608029,0,0,0,0,0,8.21350786657181,142.538898248455,0,6,30,"sitosterol degradation to androstenedione","sitosterol degradation to androstenedione","Degradation"
"PWY-6946",0,0,138.881939121416,0,0,0,0,0,0,0,0,0,0,11.2471927835366,10.45885225741,0,0,0,0,0,8.02939920811814,138.881939121416,0,5,25,"cholesterol degradation to androstenedione II (cholesterol dehydrogenase)","cholesterol degradation to androstenedione ii (cholesterol dehydrogenase)","Degradation"
"PWY-2201",0,0,0,0,0,0,0,0,0,0,0,126.575357123088,0,0,0,0,0,0,22.4786486945646,0,7.45270029088261,126.575357123088,0,4,20,"folate transformations I","folate transformations i","One-Carbon Metabolism"
"AEROBACTINSYN-PWY",0,0,63.0336301728654,0,0,35.8987116836961,0,0,0,0,0,0,11.1019401794485,0,2.53928827322665,1.20274240940255,14.4416849281714,0,0,0,6.41089988234053,63.0336301728654,0,8,40,"aerobactin biosynthesis","aerobactin biosynthesis","Biosynthesis"
"PWY-7009",0,0,0,0,0,0,92.757022218368,0,0,0,0,0,0,35.0957566477449,0,0,0,0,0,0,6.39263894330564,92.757022218368,0,4,20,"2,2'-dihydroxybiphenyl degradation","2,2'-dihydroxybiphenyl degradation","Degradation"
"PWY-7332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.944389271129,0,6.14721946355643,122.944389271129,0,3,15,"superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis","superpathway of udp-n-acetylglucosamine-derived o-antigen building blocks biosynthesis","Biosynthesis"
"PWY-5741",0,0,81.3239737751831,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5950685512021,0,0,0,5.64595211631926,81.3239737751831,0,4,20,"ethylmalonyl-CoA pathway","ethylmalonyl-coa pathway","Other Metabolic Pathways"
"PWY-6957",0,0,0,0,0,0,110.591798027985,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52958990139926,110.591798027985,0,3,15,"mandelate degradation to acetyl-CoA","mandelate degradation to acetyl-coa","Degradation"
"PWY-7413",0,0,0,0,0,0,0,0,0,0,0,0,77.7919725071457,0,0,0,25.9853892461869,0,0,0,5.18886808766663,77.7919725071457,0,4,20,"dTDP-6-deoxy-&alpha;-D-allose biosynthesis","dtdp-6-deoxy-&alpha;-d-allose biosynthesis","Biosynthesis"
"P341-PWY",0,0,0,0,49.3346566152856,0,0,0,0,0,0,52.4399717209325,0,0,0,0,0,0,0,0,5.0887314168109,52.4399717209325,0,4,20,"glycolysis V (Pyrococcus)","glycolysis v (pyrococcus)","Energy Metabolism"
"SUCSYN-PWY",0,0,61.9665489926997,0,0,0,0,0,0,0,0,0,0,0,5.79073361816279,0,11.7998550093627,0,0,0,3.97785688101126,61.9665489926997,0,5,25,"sucrose biosynthesis I (from photosynthesis)","sucrose biosynthesis i (from photosynthesis)","Biosynthesis"
"PWY-5655",0,0,16.8032062926503,0,0,0,0,0,0,0,0,0,0,26.8766482130667,30.0618900749411,0,0,0,0,0,3.68708722903291,30.0618900749411,0,5,25,"L-tryptophan degradation IX","l-tryptophan degradation ix","Degradation"
"PWY-6505",0,0,17.5291115287193,0,0,0,0,0,0,0,0,0,0,16.5685892863236,29.3812254492615,0,0,0,0,0,3.17394631321522,29.3812254492615,0,5,25,"L-tryptophan degradation XII (Geobacillus)","l-tryptophan degradation xii (geobacillus)","Degradation"
"PWY-5519",0,0,36.189507095163,0,0,0,0,0,0,0,0,2.92511718335749,0,0,0,0,23.716434571237,0,0,0,3.14155294248787,36.189507095163,0,5,25,"D-arabinose degradation III","d-arabinose degradation iii","Degradation"
"PWY-6342",0,0,0,0,0,0,0,0,0,0,0,0,0,57.2794066858038,0,0,0,0,0,0,2.86397033429019,57.2794066858038,0,3,15,"noradrenaline and adrenaline degradation","noradrenaline and adrenaline degradation","Degradation"
"PWY6666-2",0,0,0,0,0,0,0,0,0,0,0,0,0,57.2794066858038,0,0,0,0,0,0,2.86397033429019,57.2794066858038,0,3,15,"dopamine degradation","dopamine degradation","Degradation"
"PWY-1882",0,0,19.154004458588,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8460301207726,0,0,0,2.70000172896803,34.8460301207726,0,4,20,"superpathway of C1 compounds oxidation to CO2","superpathway of c1 compounds oxidation to co2","Other Metabolic Pathways"
"PWY-1501",0,0,0,0,0,0,53.3514580351196,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66757290175598,53.3514580351196,0,3,15,"mandelate degradation I","mandelate degradation i","Degradation"
"PWY-6165",0,0,11.2079510821696,0,0,0,0,0,0,0,0,0,0,0,15.4233246616321,0,15.9227963687899,2.81302322666257,0,0,2.26835476696271,15.9227963687899,0,6,30,"chorismate biosynthesis II (archaea)","chorismate biosynthesis ii (archaea)","Biosynthesis"
"PWY-6210",0,0,6.62394590934525,0,0,0,0,0,0,0,0,0,0,20.1417778791806,15.8957938999496,0,0,0,0,0,2.13307588442377,20.1417778791806,0,5,25,"2-aminophenol degradation","2-aminophenol degradation","Degradation"
"PWY-7347",0,0,26.7240041484052,0,0,0,0,0,0,0,0,0,0,0,2.63778363863716,0,5.50018972017971,0,0,0,1.7430988753611,26.7240041484052,0,5,25,"sucrose biosynthesis III","sucrose biosynthesis iii","Biosynthesis"
"PWY-5652",0,0,6.17725276496685,0,0,0,0,0,0,0,0,0,0,17.6152645346195,10.624254473161,0,0,0,0,0,1.72083858863737,17.6152645346195,0,5,25,"2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA","2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-coa","Degradation"
"M-CRESOL-DEGRADATION-PWY",0,0,13.2645513292603,0,0,0,0,0,0,0,0,0,0,0,18.6583530407737,0,0,0,0,0,1.5961452185017,18.6583530407737,0,4,20,"m-cresol degradation","m-cresol degradation","Degradation"
"PWY-6641",0,0,7.36809253294204,0,0,0,0,0,0,0,0,0,0,0,8.19017810711228,5.14050050237128,7.67075795068366,1.59656425342612,0,0,1.49830466732677,8.19017810711228,0,7,35,"superpathway of sulfolactate degradation","superpathway of sulfolactate degradation","Degradation"
"PWY-5531",0,0,0,0,0,0,0,0,0,0,13.1584059659047,0,0,0,0,15.7806176836271,0,0,0,0,1.44695118247659,15.7806176836271,0,4,20,"3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)","3,8-divinyl-chlorophyllide a biosynthesis ii (anaerobic)","Fermentation"
